,restaurant_id,address,cuisine,city,name,latitude,longitude
5395,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5396,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5397,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5398,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5399,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5400,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5401,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5402,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5403,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5404,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5405,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5406,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5407,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5408,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5409,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5410,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5411,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5412,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5413,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5414,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5415,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5416,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5417,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5418,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5419,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
5420,AVwc7a8r_7pvs4fz0d09,4738 Beechnut St,"Middle Eastern and African,Mediterranean,Health Food,Vegan,Vegetarian",Houston,Fadi's Mediterranean Grill,29.689111,-95.460374
